english_sentence,source_name
"That I cant remember, said the Hatter",Project Gutenberg - Alice in Wonderland
"You must remember, remarked the King, or Ill have you executed",Project Gutenberg - Alice in Wonderland
"The miserable Hatter dropped his teacup and breadandbutter, and wentdown on one knee",Project Gutenberg - Alice in Wonderland
"Im a poor man, your Majesty, he began",Project Gutenberg - Alice in Wonderland
"Youre a very poor speaker, said the King",Project Gutenberg - Alice in Wonderland
"Here one of the guineapigs cheered, and was immediately suppressed bythe officers of the court",Project Gutenberg - Alice in Wonderland
"As that is rather a hard word, I will justexplain to you how it was done",Project Gutenberg - Alice in Wonderland
"They had a large canvas bag, which tiedup at the mouth with strings: into this they slipped the guineapig,head first, and then sat upon it",Project Gutenberg - Alice in Wonderland
"Im glad Ive seen that done, thought Alice",Project Gutenberg - Alice in Wonderland
"If thats all you know about it, you may stand down, continued theKing",Project Gutenberg - Alice in Wonderland
"I cant go no lower, said the Hatter: Im on the floor, as it is",Project Gutenberg - Alice in Wonderland
"Then you may sit down, the King replied",Project Gutenberg - Alice in Wonderland
"Here the other guineapig cheered, and was suppressed",Project Gutenberg - Alice in Wonderland
"Come, that finished the guineapigs",Project Gutenberg - Alice in Wonderland
Now we shall geton better,Project Gutenberg - Alice in Wonderland
"Id rather finish my tea, said the Hatter, with an anxious look atthe Queen, who was reading the list of singers",Project Gutenberg - Alice in Wonderland
"You may go, said the King, and the Hatter hurriedly left the court,without even waiting to put his shoes on",Project Gutenberg - Alice in Wonderland
"and just take his head off outside, the Queen added to one of theofficers: but the Hatter was out of sight before the officer could getto the door",Project Gutenberg - Alice in Wonderland
Call the next witness,Project Gutenberg - Alice in Wonderland
The next witness was the Duchesss cook,Project Gutenberg - Alice in Wonderland
"Give your evidence, said the King",Project Gutenberg - Alice in Wonderland
"Shant, said the cook",Project Gutenberg - Alice in Wonderland
"The King looked anxiously at the White Rabbit, who said in a low voice,Your Majesty must crossexamine this witness",Project Gutenberg - Alice in Wonderland
"Pepper, mostly, said the cook",Project Gutenberg - Alice in Wonderland
"Treacle, said a sleepy voice behind her",Project Gutenberg - Alice in Wonderland
"Collar that Dormouse, the Queen shrieked out",Project Gutenberg - Alice in Wonderland
Turn that Dormouse out of court,Project Gutenberg - Alice in Wonderland
"For some minutes the whole court was in confusion, getting the Dormouseturned out, and, by the time they had settled down again, the cook haddisappeared",Project Gutenberg - Alice in Wonderland
"said the King, with an air of great relief",Project Gutenberg - Alice in Wonderland
"And he added in an undertone to the Queen, Really, mydear, you must crossexamine the next witness",Project Gutenberg - Alice in Wonderland
It quite makes myforehead ache,Project Gutenberg - Alice in Wonderland
"Imagine hersurprise, when the White Rabbit read out, at the top of his shrilllittle voice, the name Alice",Project Gutenberg - Alice in Wonderland
What do you know about this business,Project Gutenberg - Alice in Wonderland
the King said to Alice,Project Gutenberg - Alice in Wonderland
"Nothing whatever, said Alice",Project Gutenberg - Alice in Wonderland
"Thats very important, the King said, turning to the jury",Project Gutenberg - Alice in Wonderland
"Unimportant, of course, I meant, the King hastily said, and went onto himself in an undertone,importantunimportantunimportantimportant as if he were tryingwhich word sounded best",Project Gutenberg - Alice in Wonderland
"Some of the jury wrote it down important, and some unimportant",Project Gutenberg - Alice in Wonderland
"Alice could see this, as she was near enough to look over their slates;but it doesnt matter a bit, she thought to herself",Project Gutenberg - Alice in Wonderland
"At this moment the King, who had been for some time busily writing inhis notebook, cackled out Silence",Project Gutenberg - Alice in Wonderland
"and read out from his book, RuleFortytwo",Project Gutenberg - Alice in Wonderland
All persons more than a mile high to leave the court,Project Gutenberg - Alice in Wonderland
Everybody looked at Alice,Project Gutenberg - Alice in Wonderland
"Im not a mile high, said Alice",Project Gutenberg - Alice in Wonderland
"You are, said the King",Project Gutenberg - Alice in Wonderland
"Nearly two miles high, added the Queen",Project Gutenberg - Alice in Wonderland
"Well, I shant go, at any rate, said Alice: besides, thats not aregular rule: you invented it just now",Project Gutenberg - Alice in Wonderland
"Its the oldest rule in the book, said the King",Project Gutenberg - Alice in Wonderland
"Then it ought to be Number One, said Alice",Project Gutenberg - Alice in Wonderland
"The King turned pale, and shut his notebook hastily",Project Gutenberg - Alice in Wonderland
"Consider yourverdict, he said to the jury, in a low, trembling voice",Project Gutenberg - Alice in Wonderland
"Theres more evidence to come yet, please your Majesty, said theWhite Rabbit, jumping up in a great hurry; this paper has just beenpicked up",Project Gutenberg - Alice in Wonderland
"I havent opened it yet, said the White Rabbit, but it seems to be aletter, written by the prisoner toto somebody",Project Gutenberg - Alice in Wonderland
"It must have been that, said the King, unless it was written tonobody, which isnt usual, you know",Project Gutenberg - Alice in Wonderland
Who is it directed to,Project Gutenberg - Alice in Wonderland
said one of the jurymen,Project Gutenberg - Alice in Wonderland
"It isnt directed at all, said the White Rabbit; in fact, theresnothing written on the outside",Project Gutenberg - Alice in Wonderland
"He unfolded the paper as he spoke,and added It isnt a letter, after all: its a set of verses",Project Gutenberg - Alice in Wonderland
Are they in the prisoners handwriting,Project Gutenberg - Alice in Wonderland
asked another of the jurymen,Project Gutenberg - Alice in Wonderland
"No, theyre not, said the White Rabbit, and thats the queerestthing about it",Project Gutenberg - Alice in Wonderland
The jury all looked puzzled,Project Gutenberg - Alice in Wonderland
"He must have imitated somebody elses hand, said the King",Project Gutenberg - Alice in Wonderland
The juryall brightened up again,Project Gutenberg - Alice in Wonderland
"Please your Majesty, said the Knave, I didnt write it, and theycant prove I did: theres no name signed at the end",Project Gutenberg - Alice in Wonderland
"If you didnt sign it, said the King, that only makes the matterworse",Project Gutenberg - Alice in Wonderland
"You must have meant some mischief, or else youd have signedyour name like an honest man",Project Gutenberg - Alice in Wonderland
There was a general clapping of hands at this: it was the first reallyclever thing the King had said that day,Project Gutenberg - Alice in Wonderland
"That proves his guilt, said the Queen",Project Gutenberg - Alice in Wonderland
It proves nothing of the sort,Project Gutenberg - Alice in Wonderland
"Why, you dont even knowwhat theyre about",Project Gutenberg - Alice in Wonderland
"Read them, said the King",Project Gutenberg - Alice in Wonderland
The White Rabbit put on his spectacles,Project Gutenberg - Alice in Wonderland
"Where shall I begin, pleaseyour Majesty",Project Gutenberg - Alice in Wonderland
"Begin at the beginning, the King said gravely, and go on till youcome to the end: then stop",Project Gutenberg - Alice in Wonderland
"He sent them word I had not gone We know it to be true:If she should push the matter on, What would become of you",Project Gutenberg - Alice in Wonderland
"I gave her one, they gave him two, You gave us three or more;They all returned from him to you, Though they were mine before",Project Gutenberg - Alice in Wonderland
"If I or she should chance to be Involved in this affair,He trusts to you to set them free, Exactly as we were",Project Gutenberg - Alice in Wonderland
"My notion was that you had been Before she had this fitAn obstacle that came between Him, and ourselves, and it",Project Gutenberg - Alice in Wonderland
"Dont let him know she liked them best, For this must ever beA secret, kept from all the rest, Between yourself and me",Project Gutenberg - Alice in Wonderland
I dont believe theresan atom of meaning in it,Project Gutenberg - Alice in Wonderland
"The jury all wrote down on their slates, She doesnt believe theresan atom of meaning in it, but none of them attempted to explain thepaper",Project Gutenberg - Alice in Wonderland
"If theres no meaning in it, said the King, that saves a world oftrouble, you know, as we neednt try to find any",Project Gutenberg - Alice in Wonderland
"And yet I dontknow, he went on, spreading out the verses on his knee, and looking atthem with one eye; I seem to see some meaning in them, after all",Project Gutenberg - Alice in Wonderland
"said I could not swim you cant swim, can you",Project Gutenberg - Alice in Wonderland
"he added, turningto the Knave",Project Gutenberg - Alice in Wonderland
The Knave shook his head sadly,Project Gutenberg - Alice in Wonderland
Do I look like it,Project Gutenberg - Alice in Wonderland
"Which hecertainly did not, being made entirely of cardboard",Project Gutenberg - Alice in Wonderland
"Why, there they are",Project Gutenberg - Alice in Wonderland
"said the King triumphantly, pointing to thetarts on the table",Project Gutenberg - Alice in Wonderland
Nothing can be clearer than that,Project Gutenberg - Alice in Wonderland
"Thenagainbefore she had this fit you never had fits, my dear, Ithink",Project Gutenberg - Alice in Wonderland
he said to the Queen,Project Gutenberg - Alice in Wonderland
"said the Queen furiously, throwing an inkstand at the Lizardas she spoke",Project Gutenberg - Alice in Wonderland
"Then the words dont fit you, said the King, looking round thecourt with a smile",Project Gutenberg - Alice in Wonderland
There was a dead silence,Project Gutenberg - Alice in Wonderland
"the King added in an offended tone, and everybodylaughed, Let the jury consider their verdict, the King said, forabout the twentieth time that day",Project Gutenberg - Alice in Wonderland
The idea of having thesentence first,Project Gutenberg - Alice in Wonderland
